PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
sal mogen	8222		16444	0.000220179	ngram	2	0.000161732
sal ,	8204		16408	0.000219697	ngram	2	0.000161377
my nots	8203		16406	0.00021967	ngram	2	0.000161358
uijt de	8199		16398	0.000219563	ngram	2	0.000161279
, mij	8199		16398	0.000219563	ngram	2	0.000161279
en op	8182		16364	0.000219108	ngram	2	0.000160945
aan mij	8177		16354	0.000218974	ngram	2	0.000160846
tot dien	8170		16340	0.000218787	ngram	2	0.000160709
stad en	8163		16326	0.000218599	ngram	2	0.000160571
, alles	8123		16246	0.000217528	ngram	2	0.000159784
doen en	8117		16234	0.000217367	ngram	2	0.000159666
en tot	8101		16202	0.000216939	ngram	2	0.000159351
ende heeft	8088		16176	0.000216591	ngram	2	0.000159096
ende aen	8079		16158	0.00021635	ngram	2	0.000158919
versocht .	8058		16116	0.000215787	ngram	2	0.000158506
ende doen	8058		16116	0.000215787	ngram	2	0.000158506
verclaert ende	8038		16076	0.000215252	ngram	2	0.000158112
van waerden	8017		16034	0.000214689	ngram	2	0.000157699
geconst .	8015		16030	0.000214636	ngram	2	0.00015766
en vijftig	7994		15988	0.000214074	ngram	2	0.000157247
te zijn	7949		15898	0.000212869	ngram	2	0.000156361
van t	7935		15870	0.000212494	ngram	2	0.000156086
Hr :	7931		15862	0.000212386	ngram	2	0.000156007
komen te	7922		15844	0.000212145	ngram	2	0.00015583
off kinderen	7894		15788	0.000211396	ngram	2	0.00015528
stad ,	7879		15758	0.000210994	ngram	2	0.000154984
die de	7878		15756	0.000210967	ngram	2	0.000154965
fol :	7871		15742	0.00021078	ngram	2	0.000154827
ende jegens	7860		15720	0.000210485	ngram	2	0.000154611
reecke .	7839		15678	0.000209923	ngram	2	0.000154198
door mij	7819		15638	0.000209387	ngram	2	0.000153804
Ende bekende	7809		15618	0.000209119	ngram	2	0.000153608
dienst vande	7806		15612	0.000209039	ngram	2	0.000153549
Notaris en	7801		15602	0.000208905	ngram	2	0.00015345
guldens capitaal	7796		15592	0.000208771	ngram	2	0.000153352
voor het	7793		15586	0.000208691	ngram	2	0.000153293
de Edele	7793		15586	0.000208691	ngram	2	0.000153293
ende subjectie	7769		15538	0.000208048	ngram	2	0.000152821
1 :	7763		15526	0.000207888	ngram	2	0.000152703
persoon ende	7758		15516	0.000207754	ngram	2	0.000152604
ende verclaerde	7723		15446	0.000206816	ngram	2	0.000151916
over te	7700		15400	0.0002062	ngram	2	0.000151463
Pieter van	7690		15380	0.000205933	ngram	2	0.000151267
en twee	7677		15354	0.000205585	ngram	2	0.000151011
hij Comparant	7672		15344	0.000205451	ngram	2	0.000150913
aen ende	7659		15318	0.000205103	ngram	2	0.000150657
heeft ,	7656		15312	0.000205022	ngram	2	0.000150598
2 :	7634		15268	0.000204433	ngram	2	0.000150165
Ende hebben	7630		15260	0.000204326	ngram	2	0.000150087
van hare	7628		15256	0.000204272	ngram	2	0.000150047
zy get	7623		15246	0.000204138	ngram	2	0.000149949
van 't	7616		15232	0.000203951	ngram	2	0.000149811
, maer	7615		15230	0.000203924	ngram	2	0.000149791
dat in	7607		15214	0.00020371	ngram	2	0.000149634
ter saecke	7600		15200	0.000203523	ngram	2	0.000149496
te nemen	7597		15194	0.000203442	ngram	2	0.000149437
zijn ,	7568		15136	0.000202666	ngram	2	0.000148867
, dog	7552		15104	0.000202237	ngram	2	0.000148552
doende by	7538		15076	0.000201862	ngram	2	0.000148277
ende laten	7529		15058	0.000201621	ngram	2	0.0001481
huyden den	7527		15054	0.000201568	ngram	2	0.00014806
, des	7527		15054	0.000201568	ngram	2	0.00014806
, omme	7524		15048	0.000201487	ngram	2	0.000148001
en sestig	7512		15024	0.000201166	ngram	2	0.000147765
voor goet	7441		14882	0.000199265	ngram	2	0.000146369
ende mogen	7441		14882	0.000199265	ngram	2	0.000146369
vast ende	7409		14818	0.000198408	ngram	2	0.000145739
geaggreeert den	7409		14818	0.000198408	ngram	2	0.000145739
out ontrent	7400		14800	0.000198167	ngram	2	0.000145562
vandien ,	7384		14768	0.000197738	ngram	2	0.000145248
twee en	7371		14742	0.00019739	ngram	2	0.000144992
een somma	7364		14728	0.000197203	ngram	2	0.000144854
dirck van	7352		14704	0.000196881	ngram	2	0.000144618
bij haer	7351		14702	0.000196854	ngram	2	0.000144598
, het	7342		14684	0.000196613	ngram	2	0.000144421
van wegen	7323		14646	0.000196105	ngram	2	0.000144048
capitaal ,	7310		14620	0.000195757	ngram	2	0.000143792
soo in	7309		14618	0.00019573	ngram	2	0.000143772
de E	7301		14602	0.000195516	ngram	2	0.000143615
ontfangen ,	7285		14570	0.000195087	ngram	2	0.0001433
, 't	7279		14558	0.000194926	ngram	2	0.000143182
van Gerrit	7272		14544	0.000194739	ngram	2	0.000143044
binnen Amsterdam	7233		14466	0.000193695	ngram	2	0.000142277
nots :	7197		14394	0.00019273	ngram	2	0.000141569
houdende ten	7151		14302	0.000191499	ngram	2	0.000140664
Testament ende	7150		14300	0.000191472	ngram	2	0.000140645
uijterste wille	7148		14296	0.000191418	ngram	2	0.000140605
/ en	7144		14288	0.000191311	ngram	2	0.000140527
is .	7141		14282	0.000191231	ngram	2	0.000140468
ende alle	7131		14262	0.000190963	ngram	2	0.000140271
tot den	7129		14258	0.000190909	ngram	2	0.000140232
gestelt bij	7119		14238	0.000190642	ngram	2	0.000140035
get. hier	7118		14236	0.000190615	ngram	2	0.000140015
voor soo	7103		14206	0.000190213	ngram	2	0.00013972
soo als	7083		14166	0.000189678	ngram	2	0.000139327
obligatie van	7078		14156	0.000189544	ngram	2	0.000139228
deesen te	7077		14154	0.000189517	ngram	2	0.000139209
sal hebben	7059		14118	0.000189035	ngram	2	0.000138855
: 10	7056		14112	0.000188955	ngram	2	0.000138796
, aan	7052		14104	0.000188847	ngram	2	0.000138717
hebbende van	7047		14094	0.000188714	ngram	2	0.000138619
meerder te	7046		14092	0.000188687	ngram	2	0.000138599
den boedel	7039		14078	0.000188499	ngram	2	0.000138461
persoon van	7037		14074	0.000188446	ngram	2	0.000138422
eerste ende	7028		14056	0.000188205	ngram	2	0.000138245
van syn	7012		14024	0.000187776	ngram	2	0.00013793
In dienst	7008		14016	0.000187669	ngram	2	0.000137851
door den	7008		14016	0.000187669	ngram	2	0.000137851
vier en	7006		14012	0.000187616	ngram	2	0.000137812
sal sijn	7001		14002	0.000187482	ngram	2	0.000137714
present sijnde	6998		13996	0.000187401	ngram	2	0.000137655
als bij	6987		13974	0.000187107	ngram	2	0.000137438
die van	6982		13964	0.000186973	ngram	2	0.00013734
wesen ,	6958		13916	0.00018633	ngram	2	0.000136868
Mr :	6949		13898	0.000186089	ngram	2	0.000136691
by den	6938		13876	0.000185795	ngram	2	0.000136474
mitsgrs .	6925		13850	0.000185447	ngram	2	0.000136219
het geen	6920		13840	0.000185313	ngram	2	0.00013612
aan den	6904		13808	0.000184884	ngram	2	0.000135806
en aan	6892		13784	0.000184563	ngram	2	0.00013557
in rechte	6883		13766	0.000184322	ngram	2	0.000135393
van te	6879		13758	0.000184215	ngram	2	0.000135314
te zullen	6872		13744	0.000184027	ngram	2	0.000135176
machtich gemaeckt	6864		13728	0.000183813	ngram	2	0.000135019
waerden te	6861		13722	0.000183733	ngram	2	0.00013496
Jansz van	6848		13696	0.000183385	ngram	2	0.000134704
ende ter	6836		13672	0.000183063	ngram	2	0.000134468
als anders	6836		13672	0.000183063	ngram	2	0.000134468
geconstitueert ende	6827		13654	0.000182822	ngram	2	0.000134291
nalatenschap van	6811		13622	0.000182394	ngram	2	0.000133976
Jan Jansz	6810		13620	0.000182367	ngram	2	0.000133957
duijsent guldens	6807		13614	0.000182287	ngram	2	0.000133898
voor haer	6805		13610	0.000182233	ngram	2	0.000133858
in qualite	6802		13604	0.000182153	ngram	2	0.000133799
van ses	6800		13600	0.000182099	ngram	2	0.00013376
daar toe	6775		13550	0.00018143	ngram	2	0.000133268
bij aldien	6775		13550	0.00018143	ngram	2	0.000133268
van dese	6758		13516	0.000180974	ngram	2	0.000132934
en alle	6754		13508	0.000180867	ngram	2	0.000132855
sal ende	6736		13472	0.000180385	ngram	2	0.000132501
vande voorn	6719		13438	0.00017993	ngram	2	0.000132167
omme alle	6714		13428	0.000179796	ngram	2	0.000132068
mede de	6707		13414	0.000179609	ngram	2	0.000131931
te maaken	6690		13380	0.000179153	ngram	2	0.000131596
, gedateert	6689		13378	0.000179127	ngram	2	0.000131577
huijsvrouw van	6688		13376	0.0001791	ngram	2	0.000131557
te goede	6684		13368	0.000178993	ngram	2	0.000131478
hier van	6682		13364	0.000178939	ngram	2	0.000131439
presentatie van	6680		13360	0.000178886	ngram	2	0.000131399
Een obligatie	6672		13344	0.000178671	ngram	2	0.000131242
, gelijk	6654		13308	0.000178189	ngram	2	0.000130888
was getekent	6638		13276	0.000177761	ngram	2	0.000130573
Jan de	6626		13252	0.00017744	ngram	2	0.000130337
Pr .	6623		13246	0.000177359	ngram	2	0.000130278
in cas	6622		13244	0.000177332	ngram	2	0.000130259
vande voorss	6611		13222	0.000177038	ngram	2	0.000130042
mij dirck	6608		13216	0.000176957	ngram	2	0.000129983
den voorn	6605		13210	0.000176877	ngram	2	0.000129924
met sijn	6585		13170	0.000176342	ngram	2	0.000129531
na rechte	6584		13168	0.000176315	ngram	2	0.000129511
verklaarden de	6577		13154	0.000176127	ngram	2	0.000129373
stver .	6577		13154	0.000176127	ngram	2	0.000129373
, Alles	6556		13112	0.000175565	ngram	2	0.00012896
sy get	6538		13076	0.000175083	ngram	2	0.000128606
betaelt te	6535		13070	0.000175003	ngram	2	0.000128547
der selver	6533		13066	0.000174949	ngram	2	0.000128508
van Cornelis	6530		13060	0.000174869	ngram	2	0.000128449
de Testatrice	6520		13040	0.000174601	ngram	2	0.000128252
overlijden van	6515		13030	0.000174467	ngram	2	0.000128154
den Compt	6515		13030	0.000174467	ngram	2	0.000128154
als getuygen	6506		13012	0.000174226	ngram	2	0.000127977
te Amsterdam	6502		13004	0.000174119	ngram	2	0.000127898
in dienst	6500		13000	0.000174065	ngram	2	0.000127859
Op huyden	6486		12972	0.00017369	ngram	2	0.000127583
saecke van	6471		12942	0.000173289	ngram	2	0.000127288
; ende	6463		12926	0.000173074	ngram	2	0.000127131
dien ,	6456		12912	0.000172887	ngram	2	0.000126993
hij Testateur	6443		12886	0.000172539	ngram	2	0.000126738
compareerde voor	6428		12856	0.000172137	ngram	2	0.000126442
hebbende ,	6424		12848	0.00017203	ngram	2	0.000126364
verbandt ende	6418		12836	0.000171869	ngram	2	0.000126246
Septemb .	6414		12828	0.000171762	ngram	2	0.000126167
daer in	6405		12810	0.000171521	ngram	2	0.00012599
hebben doen	6400		12800	0.000171387	ngram	2	0.000125892
ses en	6384		12768	0.000170959	ngram	2	0.000125577
hondert en	6384		12768	0.000170959	ngram	2	0.000125577
gevonden ende	6381		12762	0.000170879	ngram	2	0.000125518
Jacob van	6373		12746	0.000170664	ngram	2	0.000125361
Compte :	6363		12726	0.000170397	ngram	2	0.000125164
sijnde soude	6358		12716	0.000170263	ngram	2	0.000125066
Heer Jan	6350		12700	0.000170048	ngram	2	0.000124908
) en	6348		12696	0.000169995	ngram	2	0.000124869
Pieter de	6347		12694	0.000169968	ngram	2	0.000124849
6 :	6346		12692	0.000169941	ngram	2	0.00012483
een ieder	6343		12686	0.000169861	ngram	2	0.00012477
in haer	6316		12632	0.000169138	ngram	2	0.000124239
den reqt	6316		12632	0.000169138	ngram	2	0.000124239
get. etc.	6308		12616	0.000168924	ngram	2	0.000124082
4 :	6287		12574	0.000168361	ngram	2	0.000123669
Dirck vander	6270		12540	0.000167906	ngram	2	0.000123335
den voorsz	6268		12536	0.000167853	ngram	2	0.000123295
geven ende	6260		12520	0.000167638	ngram	2	0.000123138
als verwerende	6257		12514	0.000167558	ngram	2	0.000123079
, wel	6255		12510	0.000167504	ngram	2	0.000123039
is geweest	6253		12506	0.000167451	ngram	2	0.000123
alhier .	6235		12470	0.000166969	ngram	2	0.000122646
een hondert	6227		12454	0.000166755	ngram	2	0.000122489
novemb .	6219		12438	0.00016654	ngram	2	0.000122331
ende op	6218		12436	0.000166514	ngram	2	0.000122312
naar Rechten	6216		12432	0.00016646	ngram	2	0.000122272
ende aldaer	6203		12406	0.000166112	ngram	2	0.000122017
die daer	6199		12398	0.000166005	ngram	2	0.000121938
ontvangen ,	6197		12394	0.000165951	ngram	2	0.000121899
het opgemelde	6196		12392	0.000165924	ngram	2	0.000121879
ende sulcx	6189		12378	0.000165737	ngram	2	0.000121741
ten vollen	6174		12348	0.000165335	ngram	2	0.000121446
omme uijt	6174		12348	0.000165335	ngram	2	0.000121446
huwel .	6172		12344	0.000165282	ngram	2	0.000121407
huijs en	6166		12332	0.000165121	ngram	2	0.000121289
dato deses	6157		12314	0.00016488	ngram	2	0.000121112
onder presentatie	6144		12288	0.000164532	ngram	2	0.000120856
hebbende ende	6141		12282	0.000164452	ngram	2	0.000120797
quod attestor	6140		12280	0.000164425	ngram	2	0.000120777
den anderen	6125		12250	0.000164023	ngram	2	0.000120482
sijn voorsz	6122		12244	0.000163943	ngram	2	0.000120423
@ o.	6120		12240	0.000163889	ngram	2	0.000120384
sullen werden	6114		12228	0.000163729	ngram	2	0.000120266
in Amsterdam	6113		12226	0.000163702	ngram	2	0.000120246
E :	6113		12226	0.000163702	ngram	2	0.000120246
des jaars	6106		12212	0.000163514	ngram	2	0.000120109
goederen van	6104		12208	0.000163461	ngram	2	0.000120069
Capl :	6100		12200	0.000163354	ngram	2	0.000119991
ter eenre	6090		12180	0.000163086	ngram	2	0.000119794
naar rechten	6089		12178	0.000163059	ngram	2	0.000119774
aan en	6085		12170	0.000162952	ngram	2	0.000119695
Octob .	6077		12154	0.000162738	ngram	2	0.000119538
vrijen wille	6074		12148	0.000162657	ngram	2	0.000119479
Ed :	6061		12122	0.000162309	ngram	2	0.000119223
om de	6059		12118	0.000162256	ngram	2	0.000119184
als hier	6055		12110	0.000162149	ngram	2	0.000119105
ende sulx	6050		12100	0.000162015	ngram	2	0.000119007
in 't	6043		12086	0.000161827	ngram	2	0.000118869
versocht ende	6031		12062	0.000161506	ngram	2	0.000118633
of guldens	6022		12044	0.000161265	ngram	2	0.000118456
uijt te	6019		12038	0.000161184	ngram	2	0.000118397
hem ende	6019		12038	0.000161184	ngram	2	0.000118397
ende by	6016		12032	0.000161104	ngram	2	0.000118338
stellende ten	6015		12030	0.000161077	ngram	2	0.000118319
het zelve	6013		12026	0.000161024	ngram	2	0.000118279
wel hebbende	6000		12000	0.000160676	ngram	2	0.000118023
Amstelredamme desen	6000		12000	0.000160676	ngram	2	0.000118023
hij de	5982		11964	0.000160194	ngram	2	0.000117669
alhier ende	5966		11932	0.000159765	ngram	2	0.000117355
, sijnde	5960		11920	0.000159605	ngram	2	0.000117237
verband van	5959		11918	0.000159578	ngram	2	0.000117217
/ ende	5955		11910	0.000159471	ngram	2	0.000117138
het verbandt	5943		11886	0.000159149	ngram	2	0.000116902
wegen de	5932		11864	0.000158855	ngram	2	0.000116686
ten Laste	5932		11864	0.000158855	ngram	2	0.000116686
de helft	5925		11850	0.000158667	ngram	2	0.000116548
werden onder	5908		11816	0.000158212	ngram	2	0.000116214
houden alle	5907		11814	0.000158185	ngram	2	0.000116194
getuijgen ,	5903		11806	0.000158078	ngram	2	0.000116115
Van der	5902		11804	0.000158051	ngram	2	0.000116096
amsterdam ter	5893		11786	0.00015781	ngram	2	0.000115919
voorts in	5876		11752	0.000157355	ngram	2	0.000115584
decemb .	5867		11734	0.000157114	ngram	2	0.000115407
persoon en	5862		11724	0.00015698	ngram	2	0.000115309
ende geattesteert	5858		11716	0.000156873	ngram	2	0.00011523
eenige en	5858		11716	0.000156873	ngram	2	0.00011523
, sal	5856		11712	0.000156819	ngram	2	0.000115191
en door	5828		11656	0.00015607	ngram	2	0.00011464
te bevestigen	5824		11648	0.000155963	ngram	2	0.000114561
seer wel	5823		11646	0.000155936	ngram	2	0.000114542
ten allen	5802		11604	0.000155373	ngram	2	0.000114129
, mede	5791		11582	0.000155079	ngram	2	0.000113912
ter somme	5787		11574	0.000154972	ngram	2	0.000113834
te saamen	5784		11568	0.000154891	ngram	2	0.000113775
sijn persoon	5776		11552	0.000154677	ngram	2	0.000113617
5 :	5773		11546	0.000154597	ngram	2	0.000113558
in vollen	5771		11542	0.000154543	ngram	2	0.000113519
maent ende	5767		11534	0.000154436	ngram	2	0.00011344
vijf en	5761		11522	0.000154275	ngram	2	0.000113322
ieder van	5746		11492	0.000153874	ngram	2	0.000113027
in manieren	5742		11484	0.000153767	ngram	2	0.000112948
ende onder	5739		11478	0.000153686	ngram	2	0.000112889
bij het	5738		11476	0.00015366	ngram	2	0.00011287
hij Compte	5727		11454	0.000153365	ngram	2	0.000112653
a. in	5727		11454	0.000153365	ngram	2	0.000112653
Groe nots	5718		11436	0.000153124	ngram	2	0.000112476
getuijgen binnen	5715		11430	0.000153044	ngram	2	0.000112417
: .	5712		11424	0.000152963	ngram	2	0.000112358
Cornelis van	5711		11422	0.000152936	ngram	2	0.000112339
Stede .	5706		11412	0.000152803	ngram	2	0.00011224
compareerden voor	5703		11406	0.000152722	ngram	2	0.000112181
drie en	5693		11386	0.000152454	ngram	2	0.000111985
op dese	5692		11384	0.000152428	ngram	2	0.000111965
plaetse van	5684		11368	0.000152213	ngram	2	0.000111808
dat zy	5681		11362	0.000152133	ngram	2	0.000111749
voldaen ende	5676		11352	0.000151999	ngram	2	0.00011165
Comptoire van	5675		11350	0.000151972	ngram	2	0.000111631
een en	5669		11338	0.000151812	ngram	2	0.000111513
bij acte	5668		11336	0.000151785	ngram	2	0.000111493
Laste van	5662		11324	0.000151624	ngram	2	0.000111375
zal werden	5657		11314	0.00015149	ngram	2	0.000111276
houden ende	5653		11306	0.000151383	ngram	2	0.000111198
tusschen de	5645		11290	0.000151169	ngram	2	0.00011104
alles opregt	5637		11274	0.000150955	ngram	2	0.000110883
, Ter	5634		11268	0.000150874	ngram	2	0.000110824
in die	5623		11246	0.00015058	ngram	2	0.000110608
vande selve	5619		11238	0.000150473	ngram	2	0.000110529
om te	5617		11234	0.000150419	ngram	2	0.00011049
, wonende	5614		11228	0.000150339	ngram	2	0.000110431
groe ende	5609		11218	0.000150205	ngram	2	0.000110332
d :	5598		11196	0.00014991	ngram	2	0.000110116
amst .	5598		11196	0.00014991	ngram	2	0.000110116
omme de	5591		11182	0.000149723	ngram	2	0.000109978
van mij	5581		11162	0.000149455	ngram	2	0.000109782
, heeft	5575		11150	0.000149294	ngram	2	0.000109663
van zijn	5571		11142	0.000149187	ngram	2	0.000109585
schaden ende	5569		11138	0.000149134	ngram	2	0.000109545
gem :	5568		11136	0.000149107	ngram	2	0.000109526
Soldt .	5566		11132	0.000149053	ngram	2	0.000109486
van Johannes	5558		11116	0.000148839	ngram	2	0.000109329
mede van	5552		11104	0.000148679	ngram	2	0.000109211
te rade	5543		11086	0.000148438	ngram	2	0.000109034
te niet	5543		11086	0.000148438	ngram	2	0.000109034
ware woorden	5539		11078	0.00014833	ngram	2	0.000108955
voorts van	5533		11066	0.00014817	ngram	2	0.000108837
sal de	5530		11060	0.000148089	ngram	2	0.000108778
soo dat	5526		11052	0.000147982	ngram	2	0.0001087
redenen van	5521		11042	0.000147848	ngram	2	0.000108601
: en	5503		11006	0.000147366	ngram	2	0.000108247
te voldoen	5502		11004	0.00014734	ngram	2	0.000108228
die geene	5500		11000	0.000147286	ngram	2	0.000108188
te ontfangen	5496		10992	0.000147179	ngram	2	0.00010811
gemaeckt ,	5493		10986	0.000147099	ngram	2	0.00010805
te vorderen	5491		10982	0.000147045	ngram	2	0.000108011
en het	5487		10974	0.000146938	ngram	2	0.000107932
den Eersten	5485		10970	0.000146884	ngram	2	0.000107893
en daar	5483		10966	0.000146831	ngram	2	0.000107854
date den	5480		10960	0.00014675	ngram	2	0.000107795
noch alles	5478		10956	0.000146697	ngram	2	0.000107755
en die	5474		10948	0.00014659	ngram	2	0.000107677
Amsterdam ,	5466		10932	0.000146376	ngram	2	0.000107519
opregt gedaen	5458		10916	0.000146161	ngram	2	0.000107362
by hem	5454		10908	0.000146054	ngram	2	0.000107283
soo sal	5449		10898	0.00014592	ngram	2	0.000107185
de Langstlevende	5441		10882	0.000145706	ngram	2	0.000107028
ende recht	5438		10876	0.000145626	ngram	2	0.000106969
en twintig	5428		10856	0.000145358	ngram	2	0.000106772
A :	5423		10846	0.000145224	ngram	2	0.000106674
, niet	5419		10838	0.000145117	ngram	2	0.000106595
deselve stellende	5417		10834	0.000145063	ngram	2	0.000106556
daer ende	5417		10834	0.000145063	ngram	2	0.000106556
