PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
hy 1 get	3012		9036	0.000120989	ngram	3	9.56483e-05
de somma van	3011		9033	0.000120949	ngram	3	9.56166e-05
als getuygen hiertoe	3008		9024	0.000120828	ngram	3	9.55213e-05
, die sij	3006		9018	0.000120748	ngram	3	9.54578e-05
schaden ende Interessen	3001		9003	0.000120547	ngram	3	9.5299e-05
stellende ten bedwangh	2996		8988	0.000120346	ngram	3	9.51403e-05
Belovende voor goet	2994		8982	0.000120266	ngram	3	9.50767e-05
sal moeten werden	2982		8946	0.000119784	ngram	3	9.46957e-05
ende betaelt te	2972		8916	0.000119382	ngram	3	9.43781e-05
en ten behoeve	2961		8883	0.00011894	ngram	3	9.40288e-05
hier toe versogt	2954		8862	0.000118659	ngram	3	9.38065e-05
aen geen actie	2951		8853	0.000118538	ngram	3	9.37112e-05
toe versocht .	2950		8850	0.000118498	ngram	3	9.36795e-05
hebben ontvangen ,	2944		8832	0.000118257	ngram	3	9.3489e-05
bij acte op	2940		8820	0.000118097	ngram	3	9.33619e-05
gedaen ende verricht	2939		8817	0.000118056	ngram	3	9.33302e-05
van de Edele	2935		8805	0.000117896	ngram	3	9.32032e-05
dat sij getuijgen	2933		8799	0.000117815	ngram	3	9.31396e-05
presentatie van desen	2926		8778	0.000117534	ngram	3	9.29174e-05
vrij Kost en	2919		8757	0.000117253	ngram	3	9.26951e-05
voor goet vast	2917		8751	0.000117173	ngram	3	9.26315e-05
ontvangen , quiteerende	2913		8739	0.000117012	ngram	3	9.25045e-05
, dat zij	2906		8718	0.000116731	ngram	3	9.22822e-05
van Jan van	2905		8715	0.000116691	ngram	3	9.22505e-05
hij Compte .	2900		8700	0.00011649	ngram	3	9.20917e-05
het welcke de	2900		8700	0.00011649	ngram	3	9.20917e-05
Aldus gedaen binnen	2898		8694	0.00011641	ngram	3	9.20282e-05
soo in rechte	2891		8673	0.000116128	ngram	3	9.18059e-05
aende voorsz .	2888		8664	0.000116008	ngram	3	9.17106e-05
, staande op	2886		8658	0.000115928	ngram	3	9.16471e-05
van hen beijden	2877		8631	0.000115566	ngram	3	9.13613e-05
de voors .	2874		8622	0.000115445	ngram	3	9.12661e-05
des Jaars seeventien	2872		8616	0.000115365	ngram	3	9.12025e-05
redenen van wetenschap	2865		8595	0.000115084	ngram	3	9.09802e-05
desen soo in	2863		8589	0.000115004	ngram	3	9.09167e-05
get. verclaert ende	2859		8577	0.000114843	ngram	3	9.07897e-05
ende nevens den	2856		8568	0.000114722	ngram	3	9.06944e-05
, / en	2854		8562	0.000114642	ngram	3	9.06309e-05
presentie van Jacobus	2846		8538	0.000114321	ngram	3	9.03769e-05
in plaetse ende	2838		8514	0.000113999	ngram	3	9.01228e-05
door de Heer	2831		8493	0.000113718	ngram	3	8.99006e-05
, op den	2822		8466	0.000113357	ngram	3	8.96148e-05
te transporteeren ,	2818		8454	0.000113196	ngram	3	8.94877e-05
van alle het	2817		8451	0.000113156	ngram	3	8.9456e-05
presentie van Pieter	2816		8448	0.000113116	ngram	3	8.94242e-05
tot naercominge deses	2815		8445	0.000113076	ngram	3	8.93925e-05
ende soo den	2813		8439	0.000112995	ngram	3	8.9329e-05
in rechte als	2806		8418	0.000112714	ngram	3	8.91067e-05
ende sekere get.	2806		8418	0.000112714	ngram	3	8.91067e-05
Kost en schadeloos	2805		8415	0.000112674	ngram	3	8.90749e-05
bij ende nevens	2796		8388	0.000112312	ngram	3	8.87891e-05
Winter binnen Amstelredamme	2788		8364	0.000111991	ngram	3	8.85351e-05
en te goede	2774		8322	0.000111429	ngram	3	8.80905e-05
Testament ende uijterste	2773		8319	0.000111388	ngram	3	8.80587e-05
gemaeckt te hebben	2766		8298	0.000111107	ngram	3	8.78364e-05
bij hem te	2765		8295	0.000111067	ngram	3	8.78047e-05
innen vorderen ende	2763		8289	0.000110987	ngram	3	8.77412e-05
op en aanspraak	2752		8256	0.000110545	ngram	3	8.73918e-05
de Heer Comparant	2751		8253	0.000110505	ngram	3	8.73601e-05
, in plaetse	2749		8247	0.000110424	ngram	3	8.72966e-05
daer mede te	2749		8247	0.000110424	ngram	3	8.72966e-05
bij de voorsz	2746		8238	0.000110304	ngram	3	8.72013e-05
stede , mij	2740		8220	0.000110063	ngram	3	8.70108e-05
deser stede mij	2738		8214	0.000109983	ngram	3	8.69473e-05
deesen te transporteeren	2735		8205	0.000109862	ngram	3	8.6852e-05
goederen deselve stellende	2722		8166	0.00010934	ngram	3	8.64392e-05
en machtig te	2722		8166	0.00010934	ngram	3	8.64392e-05
mij ten versoecke	2719		8157	0.000109219	ngram	3	8.63439e-05
maent ende buijtgelden	2718		8154	0.000109179	ngram	3	8.63122e-05
in dienst vande	2712		8136	0.000108938	ngram	3	8.61216e-05
hebben mits desen	2710		8130	0.000108858	ngram	3	8.60581e-05
der groe ende	2710		8130	0.000108858	ngram	3	8.60581e-05
ende was get.	2707		8121	0.000108737	ngram	3	8.59628e-05
Ondert verbant als	2704		8112	0.000108617	ngram	3	8.58676e-05
desen gedaen ende	2702		8106	0.000108536	ngram	3	8.58041e-05
als hier nevens	2698		8094	0.000108376	ngram	3	8.5677e-05
voor mij Henric	2697		8091	0.000108336	ngram	3	8.56453e-05
in date den	2697		8091	0.000108336	ngram	3	8.56453e-05
hebben by ware	2693		8079	0.000108175	ngram	3	8.55183e-05
sekere get. in	2690		8070	0.000108054	ngram	3	8.5423e-05
, sonder dat	2689		8067	0.000108014	ngram	3	8.53912e-05
, ende die	2683		8049	0.000107773	ngram	3	8.52007e-05
nevens den persoon	2682		8046	0.000107733	ngram	3	8.51689e-05
& a in	2682		8046	0.000107733	ngram	3	8.51689e-05
obligatie ten lasten	2681		8043	0.000107693	ngram	3	8.51372e-05
mede te mogen	2680		8040	0.000107653	ngram	3	8.51054e-05
waer te nemen	2677		8031	0.000107532	ngram	3	8.50102e-05
mogen werden ,	2674		8022	0.000107412	ngram	3	8.49149e-05
is , dat	2673		8019	0.000107372	ngram	3	8.48831e-05
de Edele Heeren	2673		8019	0.000107372	ngram	3	8.48831e-05
en beloovde de	2664		7992	0.00010701	ngram	3	8.45973e-05
Daniel van Hoorn	2662		7986	0.00010693	ngram	3	8.45338e-05
als naar rechten	2662		7986	0.00010693	ngram	3	8.45338e-05
verclaerden den Compt	2645		7935	0.000106247	ngram	3	8.3994e-05
haer voorn .	2645		7935	0.000106247	ngram	3	8.3994e-05
ende ontfangen ,	2643		7929	0.000106166	ngram	3	8.39305e-05
te mogen innen	2641		7923	0.000106086	ngram	3	8.3867e-05
te mogen doen	2640		7920	0.000106046	ngram	3	8.38352e-05
ontfangh te geven	2639		7917	0.000106006	ngram	3	8.38034e-05
ende goederen ,	2633		7899	0.000105765	ngram	3	8.36129e-05
Costen schaden ende	2629		7887	0.000105604	ngram	3	8.34859e-05
hoven gerechten ende	2628		7884	0.000105564	ngram	3	8.34541e-05
presentie van Johannes	2626		7878	0.000105484	ngram	3	8.33906e-05
gecedeert ende opgedragen	2623		7869	0.000105363	ngram	3	8.32954e-05
stad gepasseert ,	2618		7854	0.000105162	ngram	3	8.31366e-05
persoon ende goederen	2616		7848	0.000105082	ngram	3	8.30731e-05
indemneeren , onder	2610		7830	0.000104841	ngram	3	8.28825e-05
ende geattesteert .	2609		7827	0.000104801	ngram	3	8.28508e-05
getuijgen hiertoe versocht	2608		7824	0.000104761	ngram	3	8.2819e-05
opregt gedaen t	2606		7818	0.00010468	ngram	3	8.27555e-05
voldaen ende betaelt	2594		7782	0.000104198	ngram	3	8.23744e-05
het voorss .	2593		7779	0.000104158	ngram	3	8.23427e-05
op den naem	2592		7776	0.000104118	ngram	3	8.23109e-05
ware woorden ,	2587		7761	0.000103917	ngram	3	8.21521e-05
van de nagenoemde	2585		7755	0.000103837	ngram	3	8.20886e-05
haer Compte .	2576		7728	0.000103475	ngram	3	8.18028e-05
daer van sijnde	2574		7722	0.000103395	ngram	3	8.17393e-05
tijde te sullen	2573		7719	0.000103355	ngram	3	8.17076e-05
alle Costen schaden	2572		7716	0.000103314	ngram	3	8.16758e-05
goederen , roerende	2571		7713	0.000103274	ngram	3	8.16441e-05
voor Soldt .	2568		7704	0.000103154	ngram	3	8.15488e-05
mogen werden onder	2568		7704	0.000103154	ngram	3	8.15488e-05
naer te laten	2565		7695	0.000103033	ngram	3	8.14535e-05
ende goederen deselve	2555		7665	0.000102632	ngram	3	8.1136e-05
daar op verscheenen	2555		7665	0.000102632	ngram	3	8.1136e-05
doot ende te	2554		7662	0.000102591	ngram	3	8.11042e-05
persoonen ende goederen	2551		7653	0.000102471	ngram	3	8.10089e-05
die daer op	2550		7650	0.000102431	ngram	3	8.09772e-05
kind off kinderen	2549		7647	0.000102391	ngram	3	8.09454e-05
door mij Notaris	2548		7644	0.00010235	ngram	3	8.09137e-05
nots : &	2544		7632	0.00010219	ngram	3	8.07867e-05
hier naer van	2544		7632	0.00010219	ngram	3	8.07867e-05
afstant van dien	2541		7623	0.000102069	ngram	3	8.06914e-05
te hebben ende	2538		7614	0.000101949	ngram	3	8.05961e-05
, bij hem	2532		7596	0.000101708	ngram	3	8.04056e-05
te stellen ,	2531		7593	0.000101668	ngram	3	8.03738e-05
hondert ses en	2531		7593	0.000101668	ngram	3	8.03738e-05
de Voorn .	2531		7593	0.000101668	ngram	3	8.03738e-05
tijde voor alle	2530		7590	0.000101627	ngram	3	8.03421e-05
van des Comparants	2526		7578	0.000101467	ngram	3	8.0215e-05
kindt off kinderen	2526		7578	0.000101467	ngram	3	8.0215e-05
, verclaert ende	2525		7575	0.000101427	ngram	3	8.01833e-05
Openbaer Nots .	2523		7569	0.000101346	ngram	3	8.01198e-05
huijs en erve	2520		7560	0.000101226	ngram	3	8.00245e-05
waer is dat	2514		7542	0.000100985	ngram	3	7.9834e-05
ten beloope van	2508		7524	0.000100744	ngram	3	7.96434e-05
van Sr :	2506		7518	0.000100663	ngram	3	7.95799e-05
sijnde aan mij	2506		7518	0.000100663	ngram	3	7.95799e-05
te hebben mits	2504		7512	0.000100583	ngram	3	7.95164e-05
rade werden sal	2504		7512	0.000100583	ngram	3	7.95164e-05
mij Dirk van	2504		7512	0.000100583	ngram	3	7.95164e-05
persoonen en goederen	2496		7488	0.000100262	ngram	3	7.92624e-05
Notario bekent ,	2494		7482	0.000100181	ngram	3	7.91989e-05
ende ten vollen	2485		7455	9.98198e-05	ngram	3	7.89131e-05
ende machtich maeckt	2483		7449	9.97394e-05	ngram	3	7.88495e-05
ende was getekent	2482		7446	9.96993e-05	ngram	3	7.88178e-05
Van der Groe	2481		7443	9.96591e-05	ngram	3	7.8786e-05
en getuijgen gepasseert	2476		7428	9.94582e-05	ngram	3	7.86273e-05
ende recht te	2476		7428	9.94582e-05	ngram	3	7.86273e-05
aldaer op ende	2471		7413	9.92574e-05	ngram	3	7.84685e-05
schuldich te wesen	2470		7410	9.92172e-05	ngram	3	7.84367e-05
, / ende	2470		7410	9.92172e-05	ngram	3	7.84367e-05
Notaris Publicq ,	2466		7398	9.90566e-05	ngram	3	7.83097e-05
hondert vijf en	2466		7398	9.90566e-05	ngram	3	7.83097e-05
ende verschoten penn.	2464		7392	9.89762e-05	ngram	3	7.82462e-05
hem te verdienen	2463		7389	9.89361e-05	ngram	3	7.82144e-05
hem 1 get	2463		7389	9.89361e-05	ngram	3	7.82144e-05
ende ontfangen .	2463		7389	9.89361e-05	ngram	3	7.82144e-05
als in den	2458		7374	9.87352e-05	ngram	3	7.80557e-05
soo Capl .	2456		7368	9.86549e-05	ngram	3	7.79921e-05
van d'hr .	2454		7362	9.85745e-05	ngram	3	7.79286e-05
waren voor alle	2449		7347	9.83737e-05	ngram	3	7.77699e-05
bekende voor hem	2448		7344	9.83335e-05	ngram	3	7.77381e-05
de nalatenschap van	2446		7338	9.82532e-05	ngram	3	7.76746e-05
van den boedel	2443		7329	9.81327e-05	ngram	3	7.75793e-05
bij den hove	2442		7326	9.80925e-05	ngram	3	7.75476e-05
voor mij Mr	2440		7320	9.80122e-05	ngram	3	7.74841e-05
ter pntie .	2438		7314	9.79318e-05	ngram	3	7.74205e-05
bij desen .	2433		7299	9.7731e-05	ngram	3	7.72618e-05
selfs present sijnde	2429		7287	9.75703e-05	ngram	3	7.71347e-05
stad en sijnde	2428		7284	9.75301e-05	ngram	3	7.7103e-05
tot het passeeren	2427		7281	9.749e-05	ngram	3	7.70712e-05
het overlijden van	2426		7278	9.74498e-05	ngram	3	7.70395e-05
getuijgen hier overgestaan	2424		7272	9.73695e-05	ngram	3	7.6976e-05
bekent , Ende	2424		7272	9.73695e-05	ngram	3	7.6976e-05
allen tijde voor	2418		7254	9.71285e-05	ngram	3	7.67854e-05
vast , ende	2417		7251	9.70883e-05	ngram	3	7.67537e-05
woorden in plaetse	2416		7248	9.70481e-05	ngram	3	7.67219e-05
van sijn persoon	2407		7221	9.66866e-05	ngram	3	7.64361e-05
Een obligatie ten	2403		7209	9.65259e-05	ngram	3	7.63091e-05
, ende den	2402		7206	9.64857e-05	ngram	3	7.62773e-05
sullen houden ende	2401		7203	9.64456e-05	ngram	3	7.62456e-05
Amsterdam residerende ,	2401		7203	9.64456e-05	ngram	3	7.62456e-05
een of meer	2399		7197	9.63652e-05	ngram	3	7.61821e-05
door desselfs handen	2398		7194	9.63251e-05	ngram	3	7.61503e-05
etc. Alles oprecht	2390		7170	9.60037e-05	ngram	3	7.58963e-05
Tmerck gestelt bij	2386		7158	9.5843e-05	ngram	3	7.57692e-05
, ende in	2382		7146	9.56824e-05	ngram	3	7.56422e-05
dese stad op	2379		7137	9.55619e-05	ngram	3	7.5547e-05
dat zy get	2377		7131	9.54815e-05	ngram	3	7.54834e-05
in prasentie van	2376		7128	9.54414e-05	ngram	3	7.54517e-05
van de Nabesz	2375		7125	9.54012e-05	ngram	3	7.54199e-05
In Amstelredamme desen	2375		7125	9.54012e-05	ngram	3	7.54199e-05
noch te hebben	2374		7122	9.5361e-05	ngram	3	7.53882e-05
hare voorsz .	2370		7110	9.52003e-05	ngram	3	7.52611e-05
wel expressel .	2364		7092	9.49593e-05	ngram	3	7.50706e-05
de kinderen van	2363		7089	9.49192e-05	ngram	3	7.50389e-05
goet vast ende	2361		7083	9.48388e-05	ngram	3	7.49753e-05
capitaal als daar	2361		7083	9.48388e-05	ngram	3	7.49753e-05
dat sy get	2360		7080	9.47987e-05	ngram	3	7.49436e-05
aan de Heer	2357		7071	9.46781e-05	ngram	3	7.48483e-05
Dirck vander groe	2354		7062	9.45576e-05	ngram	3	7.47531e-05
soo die best	2353		7059	9.45175e-05	ngram	3	7.47213e-05
plaetse ende onder	2353		7059	9.45175e-05	ngram	3	7.47213e-05
, mij Notario	2346		7038	9.42363e-05	ngram	3	7.4499e-05
by desen aen	2345		7035	9.41961e-05	ngram	3	7.44673e-05
de comparant ter	2344		7032	9.4156e-05	ngram	3	7.44355e-05
in Communi forma	2343		7029	9.41158e-05	ngram	3	7.44037e-05
Holland geadmitteert .	2343		7029	9.41158e-05	ngram	3	7.44037e-05
ende aldaer op	2342		7026	9.40756e-05	ngram	3	7.4372e-05
en alle andere	2341		7023	9.40354e-05	ngram	3	7.43402e-05
ter eenre ,	2340		7020	9.39953e-05	ngram	3	7.43085e-05
ten versoeke van	2337		7011	9.38748e-05	ngram	3	7.42132e-05
stad op de	2335		7005	9.37944e-05	ngram	3	7.41497e-05
in qualiteit als	2333		6999	9.37141e-05	ngram	3	7.40862e-05
des Heeren Amen	2328		6984	9.35132e-05	ngram	3	7.39274e-05
te saamen en	2327		6981	9.34731e-05	ngram	3	7.38957e-05
heeren hoven gerechten	2323		6969	9.33124e-05	ngram	3	7.37686e-05
gerechten ende rechteren	2323		6969	9.33124e-05	ngram	3	7.37686e-05
comen ende mogen	2315		6945	9.29911e-05	ngram	3	7.35146e-05
, ende tot	2314		6942	9.29509e-05	ngram	3	7.34828e-05
eenige en algeheele	2313		6939	9.29107e-05	ngram	3	7.34511e-05
aen de voorsz	2309		6927	9.275e-05	ngram	3	7.3324e-05
binnen Amstelre .	2308		6924	9.27099e-05	ngram	3	7.32923e-05
ageren ende recht	2308		6924	9.27099e-05	ngram	3	7.32923e-05
en sijnde aan	2306		6918	9.26295e-05	ngram	3	7.32288e-05
, op de	2305		6915	9.25894e-05	ngram	3	7.3197e-05
Capl : als	2305		6915	9.25894e-05	ngram	3	7.3197e-05
machtig te maaken	2302		6906	9.24689e-05	ngram	3	7.31018e-05
de wede .	2302		6906	9.24689e-05	ngram	3	7.31018e-05
heeft geconst .	2301		6903	9.24287e-05	ngram	3	7.307e-05
maer want de	2299		6897	9.23483e-05	ngram	3	7.30065e-05
etc. in presentie	2299		6897	9.23483e-05	ngram	3	7.30065e-05
name ende van	2298		6894	9.23082e-05	ngram	3	7.29747e-05
, met een	2298		6894	9.23082e-05	ngram	3	7.29747e-05
vrijen wille ende	2297		6891	9.2268e-05	ngram	3	7.2943e-05
, vast ende	2293		6879	9.21073e-05	ngram	3	7.2816e-05
de reqt .	2283		6849	9.17056e-05	ngram	3	7.24984e-05
soude mogen sijn	2279		6837	9.1545e-05	ngram	3	7.23714e-05
d vander groe	2274		6822	9.13441e-05	ngram	3	7.22126e-05
van den selven	2273		6819	9.1304e-05	ngram	3	7.21808e-05
mij Mr :	2273		6819	9.1304e-05	ngram	3	7.21808e-05
doet mits desen	2271		6813	9.12236e-05	ngram	3	7.21173e-05
waerden te sullen	2270		6810	9.11835e-05	ngram	3	7.20856e-05
in vollen vrijen	2259		6777	9.07416e-05	ngram	3	7.17363e-05
by desen ,	2253		6759	9.05006e-05	ngram	3	7.15457e-05
residerende , in	2250		6750	9.03801e-05	ngram	3	7.14505e-05
op dese reijse	2249		6747	9.03399e-05	ngram	3	7.14187e-05
van date den	2245		6735	9.01792e-05	ngram	3	7.12917e-05
hondert twee en	2241		6723	9.00186e-05	ngram	3	7.11647e-05
ende dat sij	2241		6723	9.00186e-05	ngram	3	7.11647e-05
naam en van	2237		6711	8.98579e-05	ngram	3	7.10376e-05
ende alle andere	2232		6696	8.9657e-05	ngram	3	7.08789e-05
en in de	2230		6690	8.95767e-05	ngram	3	7.08153e-05
eijgendom meerder te	2229		6687	8.95365e-05	ngram	3	7.07836e-05
presentie van Jacob	2228		6684	8.94964e-05	ngram	3	7.07518e-05
d ' E	2228		6684	8.94964e-05	ngram	3	7.07518e-05
verband van des	2226		6678	8.9416e-05	ngram	3	7.06883e-05
guldens eens ,	2226		6678	8.9416e-05	ngram	3	7.06883e-05
Steede mij Nots	2225		6675	8.93758e-05	ngram	3	7.06566e-05
op verscheenen en	2224		6672	8.93357e-05	ngram	3	7.06248e-05
als mede de	2220		6660	8.9175e-05	ngram	3	7.04978e-05
houden alle het	2218		6654	8.90947e-05	ngram	3	7.04343e-05
roerende ende onroerende	2215		6645	8.89742e-05	ngram	3	7.0339e-05
sijn den lesten	2213		6639	8.88938e-05	ngram	3	7.02755e-05
te verclaren .	2209		6627	8.87331e-05	ngram	3	7.01485e-05
, onder het	2209		6627	8.87331e-05	ngram	3	7.01485e-05
honden of guldens	2208		6624	8.8693e-05	ngram	3	7.01167e-05
bij de voorn	2207		6621	8.86528e-05	ngram	3	7.0085e-05
hondert vier en	2206		6618	8.86126e-05	ngram	3	7.00532e-05
getuygen hiertoe versocht	2206		6618	8.86126e-05	ngram	3	7.00532e-05
Amsteldam in prasentie	2202		6606	8.8452e-05	ngram	3	6.99262e-05
oversulcx daer op	2201		6603	8.84118e-05	ngram	3	6.98944e-05
tot dien eynde	2198		6594	8.82913e-05	ngram	3	6.97992e-05
soude comen ende	2197		6591	8.82511e-05	ngram	3	6.97674e-05
somme van drie	2195		6585	8.81708e-05	ngram	3	6.97039e-05
constitueeren en machtig	2194		6582	8.81306e-05	ngram	3	6.96721e-05
van mij Notaris	2190		6570	8.79699e-05	ngram	3	6.95451e-05
te constitueeren en	2186		6558	8.78093e-05	ngram	3	6.94181e-05
verscheenen en te	2185		6555	8.77691e-05	ngram	3	6.93863e-05
den naem van	2185		6555	8.77691e-05	ngram	3	6.93863e-05
de Heer Pieter	2185		6555	8.77691e-05	ngram	3	6.93863e-05
over te geeven	2182		6546	8.76486e-05	ngram	3	6.92911e-05
staende op den	2180		6540	8.75682e-05	ngram	3	6.92276e-05
duijsent gls .	2176		6528	8.74076e-05	ngram	3	6.91005e-05
getuijgen hier over	2174		6522	8.73272e-05	ngram	3	6.9037e-05
Ende hebben ten	2174		6522	8.73272e-05	ngram	3	6.9037e-05
d E heeren	2169		6507	8.71264e-05	ngram	3	6.88782e-05
O Huijden den	2165		6495	8.69657e-05	ngram	3	6.87512e-05
ende jegens eenen	2165		6495	8.69657e-05	ngram	3	6.87512e-05
aen den selven	2165		6495	8.69657e-05	ngram	3	6.87512e-05
mede Coopman alhier	2164		6492	8.69255e-05	ngram	3	6.87195e-05
Edele Hove van	2164		6492	8.69255e-05	ngram	3	6.87195e-05
a in presentie	2162		6486	8.68452e-05	ngram	3	6.8656e-05
nabesz : getuijgen	2160		6480	8.67649e-05	ngram	3	6.85924e-05
de opgemelde obligatie	2160		6480	8.67649e-05	ngram	3	6.85924e-05
dat hij sal	2159		6477	8.67247e-05	ngram	3	6.85607e-05
mij Henric Schaef	2154		6462	8.65239e-05	ngram	3	6.84019e-05
verclaert daer aen	2152		6456	8.64435e-05	ngram	3	6.83384e-05
van den Heer	2152		6456	8.64435e-05	ngram	3	6.83384e-05
den selven te	2149		6447	8.6323e-05	ngram	3	6.82431e-05
doet bij desen	2148		6444	8.62828e-05	ngram	3	6.82114e-05
ende ontfangen van	2146		6438	8.62025e-05	ngram	3	6.81479e-05
daer op gedaen	2146		6438	8.62025e-05	ngram	3	6.81479e-05
deser steede mij	2145		6435	8.61623e-05	ngram	3	6.81161e-05
, van de	2143		6429	8.6082e-05	ngram	3	6.80526e-05
sij Compten .	2143		6429	8.6082e-05	ngram	3	6.80526e-05
den boedel van	2142		6426	8.60418e-05	ngram	3	6.80208e-05
soude connen ende	2140		6420	8.59615e-05	ngram	3	6.79573e-05
in Cas van	2139		6417	8.59213e-05	ngram	3	6.79256e-05
, wel ende	2136		6408	8.58008e-05	ngram	3	6.78303e-05
sij Compte .	2136		6408	8.58008e-05	ngram	3	6.78303e-05
